title,author,date,content
La batalla por la medalla: primera parte,Achieve 3000,8 de febrero de 2022,"El esquí olímpico debutó con una desalentadora sorpresa: la estadounidense Mikaela Shiffrin se cayó en la pista y fue descalificada de la prueba de eslalon gigante. La competencia fue ganada por la sueca Sara Hector. Esta es la tercera Olimpíada de Hector, que nunca antes había sobrepasado el décimo lugar."
La batalla por la medalla: primera parte,Achieve 3000,8 de febrero de 2022,"La atleta explicó que solía ponerse muy nerviosa antes de las carreras, pero que, últimamente, ha sido capaz de mantener la calma y la concentración. ""Ahora sé mucho más lo que necesito y ha sido magnífico descubrirlo"", dijo recientemente a los periodistas."
La batalla por la medalla: primera parte,Achieve 3000,8 de febrero de 2022,"Shiffrin era la actual campeona de la prueba. Además, había sido medallista en los Juegos Olímpicos de 2014 y 2018, y buscaba convertirse en la primera esquiadora alpina en ganar tres medallas de oro olímpicas. Sin embargo, aún tiene la oportunidad de lograrlo."
La batalla por la medalla: primera parte,Achieve 3000,8 de febrero de 2022,Está previsto que la estadounidense compita en las cinco pruebas de esquí alpino femenino de estos juegos. Hay mucho más por ver en estas Olimpíadas de invierno. Mantente aquí al tanto de otras novedades en los Juegos Olímpicos de 2022.
"Construir una biblioteca, contruir una ciudad",Achieve 3000,18 de marzo de 2008,"El trompetista de jazz Irvin Mayfield ha viajado por todo el mundo en su carrera de músico, por lo que sabe que su ciudad natal, Nueva Orleans, es un lugar como ningún otro. Por esta razón quiere crear un sistema bibliotecario para Nueva Orleans que sea único."
"Construir una biblioteca, contruir una ciudad",Achieve 3000,18 de marzo de 2008,"Mayfield, presidente de la junta del Sistema Público de Bibliotecas de Nueva Orleans, develó recientemente un plan para un sistema bibliotecario que refleje la identidad de la ciudad."
"Construir una biblioteca, contruir una ciudad",Achieve 3000,18 de marzo de 2008,"""No sólo queremos tener un sistema de bibliotecas"", dijo Mayfield. ""Queremos que sea como somos nosotros. Queremos que tenga nuestro estilo, nuestra identidad""."
"Construir una biblioteca, contruir una ciudad",Achieve 3000,18 de marzo de 2008,"El nuevo sistema bibliotecario reemplazaría al que fue dañado en agosto de 2005, cuando el huracán Katrina asoló la ciudad. La tormenta afectó a nueve de las trece sucursales de la red de bibliotecas, y aunque ya todas se encuentran de nuevo en funcionamiento, algunas están instaladas en casas móviles o en emplazamientos temporales."
"Construir una biblioteca, contruir una ciudad",Achieve 3000,18 de marzo de 2008,Mayfield quiere que cada una de las bibliotecas refleje un aspecto de la cultura de la ciudad. La primera en construirse tendría como tema el jazz y presentaría las primeras grabaciones y reseñas sobre este género. Mayfield dice que la música sigue ayudándolo a enfrentar las pérdidas sufridas por el azote del huracán Katrina y lo ha ayudado a mantener una actitud positiva aun cuando la recuperación de la ciudad ha sido lenta.
"Construir una biblioteca, contruir una ciudad",Achieve 3000,18 de marzo de 2008,"Entre las otras bibliotecas que han sido planificadas para los próximos cinco a diez años, se encuentran una sede culinaria basada en la gastronomía única de la ciudad, y una basada en la arquitectura, que le rendirá tributo a los escultores de la madera y a los herreros de la ciudad."
"Construir una biblioteca, contruir una ciudad",Achieve 3000,18 de marzo de 2008,"Completar el proyecto de construcción de la biblioteca tomará más de dos décadas y millones de dólares. Construir la sede de jazz solamente, costará 10 millones de dólares, de los cuales dos millones vendrán de la Fundación Katrina Bush-Clinton, establecida por los anteriores presidentes George H.W. Bush y Bill Clinton."
"Construir una biblioteca, contruir una ciudad",Achieve 3000,18 de marzo de 2008,"El resto del dinero procederá de donaciones privadas y de campañas de recaudaciones de fondos, así como del fondo para la recuperación de la tormenta de la Autoridad de Recuperación de Luisiana, la Agencia Federal para el Manejo de Emergencias y de los gobiernos de la ciudad y del estado."
"Construir una biblioteca, contruir una ciudad",Achieve 3000,18 de marzo de 2008,"Mayfield está deseando ver que las bibliotecas cobren vida en Nueva Orleans, una ciudad en la que los signos de vida son cada vez más visibles. El sonido de la música que le encanta todavía recorre la ciudad, desde los clubes y las calles, hasta los salones de escuelas de música. La música todavía es una fuerza unificadora en Nueva Orleans, y eso es lo que las bibliotecas se esforzarán por ser también."
"Construir una biblioteca, contruir una ciudad",Achieve 3000,18 de marzo de 2008,"""Una biblioteca es el único lugar que reúne a todo el mundo"", añadió Mayfield. ""Un inmigrante puede ir allí. La gente sin hogar puede ir allí. Cualquier persona, de cualquier edad, puede ir allí; y todos ellos pueden recibir lo que están buscando""."
El joven cocinero,Achieve 3000,5 de septiembre de 2012,"Se requiere mucho talento para hacer que las zanahorias se vean apetitosas, pero el actor Reed Alexander del programa de televisión iCarly del canal Nickelodeon piensa que lo puede lograr. Convertirse en el próximo cocinero estrella de la televisión podría sonar como una gran exigencia para un joven que está a punto de graduarse de la escuela superior, pero el rol de adulto que desempeña en la cocina ha llamado la atención de muchos en la industria alimentaria."
El joven cocinero,Achieve 3000,5 de septiembre de 2012,Sus esfuerzos para motivar a los niños a comer de manara sana le están ganando el respeto de importantes aficionados a la comida y todo esto juega un papel en el plan del joven de 18 años de transformarse de una estrella adolescente de televisión a una celebridad de la cocina.
El joven cocinero,Achieve 3000,5 de septiembre de 2012,"Alexander se ha convertido en una cara conocida del mundo culinario. Ha aparecido en innumerables programas de televisión, compartiendo sus recetas sanas favoritas. Ha producido videos en el sitio web de la chef estrella Rachael Ray, en los que motiva a los niños a participar en la preparación de la comida."
El joven cocinero,Achieve 3000,5 de septiembre de 2012,"También visita las escuelas de todo el país como vocero de la organización sin ánimo de lucro Alianza para una Generación Más Saludable, que tiene como fin ayudar a los niños a desarrollar hábitos alimentarios saludables."
El joven cocinero,Achieve 3000,5 de septiembre de 2012,Hay muchas personas que desean convertirse en el próximo chef estrella de la televisión. ¿Por qué Alexander --un adolescente con poca experiencia culinaria-- podría ver cumplido su sueño?
El joven cocinero,Achieve 3000,5 de septiembre de 2012,"Lee Schrager es el director del Festival del Vino y la Comida de South Beach (SBWF, por sus siglas en inglés). Schrager dice que es simple. Alexander tiene encanto y demuestra confianza. A él le gusta la comida y la alimentación saludable."
El joven cocinero,Achieve 3000,5 de septiembre de 2012,"Pero lo más importante es que tiene el poder para llegarle a un público adolescente y preadolescente, grupos a los que las agencias de publicidad quieren dirigir sus anuncios televisados."
El joven cocinero,Achieve 3000,5 de septiembre de 2012,"""Yo realmente pesaba demasiado... Comía fuera de control. No sabía [sobre la alimentación saludable] y no me sentía bien"", dijo Alexander. ""Yo quería encontrar una solución que fuera adecuada para mí, pero no había nada disponible pensado desde el punto de vista de un chico""."
El joven cocinero,Achieve 3000,5 de septiembre de 2012,"Alexander era un aficionado al buen comer y un fanático del canal de televisión Food Network desde hace mucho tiempo, a quien le gustaba experimentar en la cocina, lugar que él llama su laboratorio científico."
El joven cocinero,Achieve 3000,5 de septiembre de 2012,"""Para asegurarme de que estaba realmente satisfecho, experimenté, intercambié ingredientes, creé mis propias recetas, las hice más ligeras, más sanas, más deliciosas, con mejor sabor y buenas para mí"", dijo Alexander."
El joven cocinero,Achieve 3000,5 de septiembre de 2012,"En ese momento, reunió todo lo que había aprendido y las recetas que había creado, como un pollo horneado con frutas cítricas o ensalada de guacamole. Publicó las recetas en el sitio web KewlBites.com para ayudar a las familias y a los niños a comer y sentirse mejor."
El joven cocinero,Achieve 3000,5 de septiembre de 2012,Él también ha creado recetas saludables para el almuerzo de la escuela que están disponibles en el sitio web de la Alianza.
El joven cocinero,Achieve 3000,5 de septiembre de 2012,"En enero de 2012, Schrager invitó a Alexander a una demostración en el festival anual de SBWF. La codiciada presentación unió a Alexander con reconocidos chefs y personalidades del mundo de la gastronomía."
El joven cocinero,Achieve 3000,5 de septiembre de 2012,"Mientras gana reconocimiento en los círculos culinarios, el joven cocinero también está llamando la atención de los niños de todo el mundo. Parte del atractivo de Alexander como vocero de la comida sana radica en que los niños ""son grandes [fanáticos] de iCarly"", dijo él."
El joven cocinero,Achieve 3000,5 de septiembre de 2012,"En una de las escuelas que visitó en Nueva Jersey, le preguntaron a Alexander cuál era su vegetal favorito. Él respondió que le gustaban mucho las zanahorias. Por el resto de la semana, los estudiantes de esta escuela pidieron zanahorias en el almuerzo."
El joven cocinero,Achieve 3000,5 de septiembre de 2012,"Alexander asistió a una escuela regular hasta el séptimo grado. Ahora estudia en una escuela en línea. Aunque ya no tiene que hacer fila en una cafetería para comprar su almuerzo, todavía puede identificarse con los niños."
El joven cocinero,Achieve 3000,5 de septiembre de 2012,"""[Empezar a comer saludable] consiste en tener autoconfianza y el deseo de ser mejor"", dijo Alexander, y añadió: ""Yo realmente entiendo... por lo que están pasando los chicos y con suerte... verán que lo que estoy haciendo está diseñado para ayudar a la gente que ha estado en la misma situación que yo""."
La superalga,Achieve 3000,29 dde julio de 2015,"¿Qué cosa crece rápidamente, está repleta de proteínas, tiene el doble del valor nutricional de la col rizada y es muy sabrosa?"
La superalga,Achieve 3000,29 dde julio de 2015,"De acuerdo con científicos de la Universidad Estatal de Oregón (OSU, sigla en inglés de esta universidad estadounidense), la respuesta es una nueva cepa de algas que recientemente consiguió una patente."
La superalga,Achieve 3000,29 dde julio de 2015,"El ""dulse"" es una variedad de alga comestible. Crece de forma silvestre a lo largo de las costas del Pacífico y del Atlántico de Estados Unidos. Generalmente, se cosecha y después se seca para usarla como suplemento nutricional o ingrediente para cocinar."
La superalga,Achieve 3000,29 dde julio de 2015,"Sin embargo, un grupo de investigadores de la OSU asegura que ha desarrollado una nueva variedad que se puede cultivar y consumir en su forma natural, sin necesidad de secarla o cocinarla antes. Señalan que esta tiene el potencial de crear una nueva industria en el estado de Oregón."
La superalga,Achieve 3000,29 dde julio de 2015,"Por más de 15 años, los científicos habían intentado desarrollar una nueva cepa de esta alga marina. Inicialmente, el objetivo era crear un superalimento para los abulones que se producen comercialmente. Estos moluscos crecen más rápidamente si consumen comidas más saludables y de alta calidad."
La superalga,Achieve 3000,29 dde julio de 2015,"Pero cuando el Centro de Innovación Alimentaria de la OSU logró desarrollar nuevos alimentos con el dulse, los investigadores pensaron que esta nueva alga podría ser de beneficio para la gente incluso más que para los abulones."
La superalga,Achieve 3000,29 dde julio de 2015,"La cepa del alga dulse que fue desarrollada por los investigadores de la OSU parece una lechuga roja traslúcida que, además de proteínas, también es rica en minerales, vitaminas y antioxidantes. Los abulones crecen increíblemente rápido cuando se les alimenta con el alga dulse y un criadero de abulón de Hawái empezó a cultivar también el dulse a escala comercial."
La superalga,Achieve 3000,29 dde julio de 2015,"Entre las comidas más prometedoras, elaboradas por el equipo de desarrollo del centro están unas galletitas de arroz a base de dulse, un aderezo para ensalada y unas tiras de dulse con sabor a tocineta (las tiras de alga se fríen para intensificar su sabor)."
La superalga,Achieve 3000,29 dde julio de 2015,"El equipo de investigación recibió una subvención del Departamento de Agricultura de Oregón para explorar el dulse como un ""cultivo especializado"". Según los funcionarios, es la primera vez que las algas figuran en la lista. El equipo invitó a un chef de investigación culinaria que pudiera refinar más las recetas y los productos."
La superalga,Achieve 3000,29 dde julio de 2015,"Además, en la OSU, un grupo de estudiantes de maestría en Administración de Empresas está preparando un plan de mercadeo para una nueva línea de comidas especializadas a base de dulse y está estudiando el potencial de una nueva industria acuícola en el estado."
La superalga,Achieve 3000,29 dde julio de 2015,"En Estados Unidos, no existen operaciones comerciales que cultiven el alga dulse para consumo humano, y los chefs dicen que se les dificulta conseguir algas frescas y de alta calidad."
La superalga,Achieve 3000,29 dde julio de 2015,"""El dulse crece en sistemas de recirculación de agua"", explica Chris Lang, el investigador de la OSU que desarrolló la nueva cepa. ""En teoría, se podría crear una industria en el este de Oregón casi tan fácilmente como a lo largo de la costa, con un poco de suplementación. Solo se requiere una modesta cantidad de agua de mar y un poco de luz solar""."
El nuevo robot ASIMO,Achieve 3000,8 de febrero de 2012,"ASIMO es un robot humanoide creado por el fabricante de autos japonés, Honda Motor Company. Cuando los ingenieros de Honda concibieron el robot en 1986, su plan era fabricar un robot que tuviera las complejidades de un ser humano y que pudiera ayudar a la gente. ASIMO, nombre formado por las iniciales de Advanced Step in Innovated Mobility (Pasos avanzados en movilidad innovadora), nació en el año 2000. Pero, no fue hasta hace poco que el robot se consideró algo más que un juguete pretencioso y la mascota de Honda."
El nuevo robot ASIMO,Achieve 3000,8 de febrero de 2012,"El 8 de noviembre de 2011, Honda develó la última versión del robot y, por primera vez, ASIMO podría realmente ser capaz de ayudar a la gente. La demostración probó que la máquina de apariencia infantil y cabeza de burbuja es más ágil y un poco más inteligente que las versiones anteriores. ASIMO fue capaz de caminar sobre un terreno con topes acolchados de 2 centímetros (0.8 pulgadas) sin caerse. También puede correr más rápido que las versiones anteriores, impulsándose mejor con los dedos del pie de modo que sus movimientos eran más suaves y menos erráticos."
El nuevo robot ASIMO,Achieve 3000,8 de febrero de 2012,"ASIMO también pudo distinguir las voces de tres personas que hablaron al mismo tiempo, luego hizo el análisis y el reconocimiento de sus caras y sonidos, para descifrar que una de las mujeres quería café caliente, otra jugo de naranja y la otra quería té con leche. El robot abrió los termos y con delicadeza sirvió el jugo en vasos de papel."
El nuevo robot ASIMO,Achieve 3000,8 de febrero de 2012,"El presidente de la compañía Honda, Takanobu Ito, dijo que ASIMO tiene inteligencia artificial independiente, lo que significa que potencialmente podría maniobrarse por sí mismo entre multitudes de personas, sin necesidad de ser controlado a distancia."
El nuevo robot ASIMO,Achieve 3000,8 de febrero de 2012,"Más importante aún, algunas de las tecnologías desarrolladas para crear el nuevo ASIMO se podrían usar para operaciones de limpieza en el desastre de la planta nuclear Fukushima Daiichi, en Japón. La planta de energía nuclear, situada en la costa este de Japón, quedó inutilizable en marzo de 2011, cuando ocurrió un terremoto de magnitud 9.0. Este ha sido el terremoto más fuerte que ha ocurrido en Japón. Esto generó un tsunami con olas de 130 pies (unos 40 metros) de altura."
El nuevo robot ASIMO,Achieve 3000,8 de febrero de 2012,"Para noviembre de 2011, la Compañía de Energía Eléctrica de Tokio, la cual operaba la planta nuclear, continuaba tratando de recobrar el control de la planta. Debido a los peligrosos niveles de radiación en los alrededores de la planta, el área se declaró zona restringida a 12 millas (unos 20 kilómetros) a la redonda. Los reactores en sí eran peligrosos para los trabajadores, así que era muy difícil repararlos. ¿Podría ayudar ASIMO?"
El nuevo robot ASIMO,Achieve 3000,8 de febrero de 2012,"Sin embargo, Ito les dijo a los periodistas que usaron parte de la tecnología humanoide para desarrollar un brazo robótico con la intención de facilitar la limpieza después del desastre nuclear. El brazo mecánico del robot se puede usar para abrir y cerrar válvulas en la planta Fukushima Daiichi, y esto ayudaría a retomar el control de la situación."
Verdaderos héroes de Marvel,Achieve 3000,18 de mayo de 2020,"Hazte a un lado, Capitana Marvel. Tú también, Hombre Araña. Marvel tiene unos superhéroes nuevos que no necesitan ninguna fuerza cósmica ni habilidades arácnidas para hacer del mundo un lugar mejor. Estos héroes, que aparecen en la serie documental Proyecto Héroes de Marvel del servicio de transmisión Disney+, son niños y adolescentes reales que utilizan sus poderes -el ingenio, la compasión y la dedicación- como fuerzas para el bien de sus comunidades."
Verdaderos héroes de Marvel,Achieve 3000,18 de mayo de 2020,"Cada episodio de la serie presenta la historia verdadera de un adolescente o preadolescente que funge como paladín de una causa importante, aquel que vence a un villano del mundo real, como lo son el hambre, la contaminación o el analfabetismo. Lo más maravilloso de todo esto es que Marvel ha creado un sitio web de historietas para inmortalizar a los homenajeados, ofreciéndole a cada niño un alter ego animado que tiene unos superpoderes acordes con su misión humanitaria."
Verdaderos héroes de Marvel,Achieve 3000,18 de mayo de 2020,Conozcamos a algunos de los jóvenes del programa... y a los personajes de las historietas que inspiraron.
Verdaderos héroes de Marvel,Achieve 3000,18 de mayo de 2020,"La contraparte de la historieta sobrehumana de Austin tiene el poder de conjurar un aguacero para irrigar cultivos áridos. En la vida real, Austin no controla el clima. Pero siempre ha prestado su ayuda para que los jardines -y su comunidad- florezcan."
Verdaderos héroes de Marvel,Achieve 3000,18 de mayo de 2020,"De pequeño, Austin no siempre tenía suficiente comida en su mesa. Su familia batallaba para poder comprar víveres, vivían en un lugar donde había muy poca comida, y era una zona en la que no había tiendas que vendieran alimentos frescos y nutritivos. Él labró una solución creativa para el problema de la escasez de alimentos al plantar unos frijoles secos que encontró en la despensa."
Verdaderos héroes de Marvel,Achieve 3000,18 de mayo de 2020,"Más tarde, plantó otras semillas y, en poco tiempo, ya tenía un floreciente jardín lleno de frutas y vegetales. Pero no solo se conformó con alimentar a su familia. El joven empezó a plantar un gran jardín que producía una cosecha saludable para toda la comunidad. Este héroe puede haber empezado de a pocos, apenas con un puñado de frijoles, pero su misión ha dado muchos frutos."
Verdaderos héroes de Marvel,Achieve 3000,18 de mayo de 2020,"En la historieta de Gitanjali, su alter ego se embarca en una aventura de buceo en aguas muy profundas para rastrear las toxinas del agua y neutralizarlas antes de que puedan causarle daño a alguien. La joven heroína tiene una poderosa combinación de ingenio para las ciencias y preocupación compasiva, tal como la verdadera Gitanjali."
Verdaderos héroes de Marvel,Achieve 3000,18 de mayo de 2020,"Cuando Gitanjali se enteró de que los habitantes de Flint (Míchigan) se estaban enfermando por la falta de agua potable, quiso inventar un dispositivo nuevo que detectara contaminantes en el agua. Después de numerosos ensayos y errores -como muchos científicos, la joven tiene una perseverancia casi sobrehumana- creó el sistema Tethys, un invento por el que ganó una prestigiosa competencia de ciencias. Sin embargo, no será su última innovación, pues está decidida a seguir utilizando sus poderes para inventar cosas nuevas con las que pueda ayudar a las comunidades."
Verdaderos héroes de Marvel,Achieve 3000,18 de mayo de 2020,La contraparte de la historieta de Sidney se teletransporta a mundos fantásticos para luchar contra un extraterrestre y un dragón. Pero su portal hacia aventuras increíbles no es un complicado artilugio mecánico. Es... (advertencia: ¡te vamos a revelar qué es!) un libro.
Verdaderos héroes de Marvel,Achieve 3000,18 de mayo de 2020,"Al igual que su yo animado, el Sidney real sabe que los libros pueden abrir muchas puertas. El joven, que desde pequeño era un ávido lector, fundó un club de lectura llamado Books N Bros para chicos afroamericanos. Con más de 250 miembros en todo Estados Unidos, el club difunde el placer de la lectura, aunque ofrece a sus miembros mucho más que las emociones, los escalofríos y las risas que puede provocar un buen libro. La alfabetización es importante en la escuela y en la vida, así que entrar a formar parte del equipo de bibliófilos de Sidney prepara a los niños para el éxito futuro."
Verdaderos héroes de Marvel,Achieve 3000,18 de mayo de 2020,"Austin, Gitanjali y Sidney son solo algunos ejemplos de los muchos jóvenes inspiradores que figuran en Proyecto Héroes de Marvel, que es un grupo diverso cuyas historias demuestran que no tienes que ser sobrehumano para ser un superhéroe. Como lo explica Marvel: todos ellos son ""niños reales que marcan una diferencia real""."
¡Que vengan los payasos!,Achieve 3000,16 de noviembre de 2011,"La ciudad de Caracas, capital de Venezuela, tiene uno de los peores problemas de tráfico en el mundo. A menudo, los conductores a quienes se le pasa su salida a la autopista simplemente ponen sus autos en reversa y avanzan en dirección opuesta al tráfico, y muchos motociclistas transitan en sentido contrario por las calles de un solo sentido, tocando la bocina a los peatones que se les atraviesan por las aceras."
¡Que vengan los payasos!,Achieve 3000,16 de noviembre de 2011,"Ahora, un distrito en Caracas está lidiando con los conductores peligrosos de manera silenciosa. Este distrito envía mimos a las calles para hacer lo que los policías no han podido lograr: controlar el tránsito irresponsable."
¡Que vengan los payasos!,Achieve 3000,16 de noviembre de 2011,"En octubre de 2011, unos 120 mimos luciendo ropas de payaso y guantes blancos se apoderaron de las calles del distrito Sucre de Caracas, señalando graciosamente con sus dedos a los infractores de tránsito y a los peatones que se lanzan a la calle para cruzar las atestadas avenidas en lugar de esperar su turno en los pasos peatonales."
¡Que vengan los payasos!,Achieve 3000,16 de noviembre de 2011,"El alcalde de Sucre, Carlos Ocariz, acudió al uso de mimos como un recurso para fomentar el civismo entre los conductores descuidados y los peatones negligentes. Él sigue el ejemplo de Antanas Mockus, un exalcalde de Bogotá (Colombia), quien combinó los mimos con un control policial más estricto en un programa que muchos catalogaron como exitoso. Sin embargo, las calles de Caracas podrían ser mucho más caóticas que las de Bogotá."
¡Que vengan los payasos!,Achieve 3000,16 de noviembre de 2011,"En las calles de Sucre, los mimos tenían suficiente como para mantenerse ocupados. Varios motociclistas transitaban por las aceras, los autobuses bajaban pasajeros en medio de las calles y los conductores respondían a las luces rojas y a los límites de velocidad como si fuesen sugerencias en lugar de reglamentos."
¡Que vengan los payasos!,Achieve 3000,16 de noviembre de 2011,"Alex Ojeda, el presidente de la Fundación José Ángel Lamas, una organización cultural que emplea actores profesionales para entrenar a los mimos, comentó que confía en que los mimos ayudarán a solucionar los problemas de tránsito. Sin embargo, él coincidió en que poder lograr un cambio en el comportamiento de los motoristas será una tarea a largo plazo. Son muchas las iniciativas que han fracasado anteriormente en un intento por lograr que las personas obedezcan las leyes de tránsito."
Una fiesta por el Día de Pi,Achieve 3000,14 de marzo de 2022,"Este 14 de marzo se celebra al número pi, ¡así que márcalo en tu calendario! El día 14 del tercer mes, o en fracción 3/14, es el Día Nacional de Pi. Esta fecha es el momento ideal para celebrar este importante número, que a menudo se redondea a 3.14, ¡y también es la excusa perfecta para probar una fracción de pai!"
